sku,name,brand,category_hint,vehicle_make,vehicle_model,year,oem_cross_ref,replaced_by,price,stock,notes
SKU-0134,A.Filter Yaris 2017 Purflux,Purflux,air_filter,Toyota,,2017,3197988,,7139,54,
SKU-0139,Pastillas de Freno Gates,Gates,brake_pad,,CB125,2020,1944125,,$ 10622,,
SKU-0346,BATERIA Honda CB125 2016 Wix,Wix,battery,Honda,,,OEM 79434,,COP 6609,39,
SKU-0767,lampara 9006 NKD125 2019 Gates,,,AKT,NKD125,2019,,,$ 9387,35,
REF0393,Foco 9005 Toyota Hilux 2020,Purflux,bulb,Toyota,,2020,OEM 76355,,321500,51,
SKU-0568,Pinon Salida Boxer,Monroe,,Bajaj,Boxer,2013,5689666,,46138,10,
REF0169,PLUMILLA Gates,Gates,wiper,,Hilux,2018,W9917,,$8.223,6,
REF0142,Spark Plug Yamaha FZ16 2017 Valeo,Valeo,,,FZ16,,7881471,,164100,27,
SKU-0464,Mahle Filtro Ac. Volkswagen Gol 2014,Mahle,oil_filter,Volkswagen,Gol,2014,B1496,,121306,31,
B-0608,Bujia de encendido Honda XR150 2018 Mann,Mann,spark_plug,Honda,XR150,,2933255,,9313,58,
REF0753,BUJIAS Toyota Hilux 2020 Fram,Fram,spark_plug,,Hilux,2020,,,COP 238674,21,
C-0298,Monroe Bombilla H11 Yamaha FZ16 2017,Monroe,,Yamaha,FZ16,2017,93123-49803,,34753,52,
SKU-0788,Correa de Accesorios Boxer 2015 Brembo,Brembo,serpentine_belt,Bajaj,,2015,,,$43.188,45,rev
REF0640,Generic Bombilla H4,,bulb,,Logan,2018,A4500,,10736,53,
SKU-0520,Filtro Aceite NKD125 2019 Monroe,Monroe,oil_filter,AKT,NKD125,,B8362,,22386,agotado,
SKU-0580,Bombilla H11 FZ16 2015 Champion,Champion,,Yamaha,FZ16,2015,OEM 59109,,$164.612,agotado,
REF0337,Bujia de encendido Mazda 3 2014,Purflux,spark_plug,,3,,90402-61190,,$69.422,54,
SKU-0121,Bombillo Halogeno H1 Brembo,Brembo,,,,2014,,,$46.978,10,
REF0612,Fuel Filter 2 Dayco,Dayco,fuel_filter,,2,2017,B3615,,44043,26,
SKU-0597,Bateria 12V Toyota Hilux 2015 Champion,Champion,battery,Toyota,,2015,A1273,,$83.082,1,
P00151,FILTRO DE AIRE Kia Rio Hengst,,air_filter,Kia,Rio,2015,5682687,,$ 45092,20,
B-0557,Wix Air Filter Yamaha NMAX 2018,Wix,air_filter,Yamaha,NMAX,,5937755,,120810,,
P00489,FOCO H4 12V 60/55W Mazda 3 2014 TRW,TRW,,Mazda,3,2014,,,$68.249,,
REF0747,Denso Filtro Aceite Mazda 3 2014,Denso,,Mazda,3,,,,$ 32047,24,
SKU-0491,Amortiguador Delantero Toyota Hilux 2012,Brembo,,Toyota,Hilux,,1653934,,COP 29050,7,
C-0299,Lampara H4 AKT NKD125 2019,Champion,bulb,,NKD125,2019,OEM 72608,,84458.00,25,
REF0830,Chain Kit GN125 2018 Fram,Fram,,,GN125,2018,91976-82760,SKU-0829,$ 83596,26,descontinuado
SKU-0590,Disco Accent 2014,Valeo,,Hyundai,Accent,2014,93830-61494,,COP 241973,28,
REF0809,Monroe coolant concentrate,,coolant,Renault,,,B9011,,241877,14,
SKU-0604,Filtro Aire Brembo,Brembo,air_filter,Hyundai,Accent,2019,97029-95009,,$318.200,42,
C-0288,Foco H4 12V 60/55W Mann,Mann,,Chevrolet,Aveo,2011,A7507,,COP 320243,21,
SKU-0115,Bombillo Halogeno H4 12V 60/55W Accent,Generic,bulb,Hyundai,,,W5090,,7188,13,
SKU-0148,Bujia de encendido,TRW,spark_plug,Chevrolet,Aveo,,S3121,,$ 83784,38,
P00287,Filtro de aceite motor Brembo,Brembo,oil_filter,Kia,Rio,,W4900,,164561.00,46,
SKU-0361,Bujia de encendido Toyota Yaris 2014 Purflux,Purflux,spark_plug,,Yaris,,,,52131.00,3,
P00311,HEADLIGHT BULB 9006 NMAX 2020,NGK,bulb,Yamaha,NMAX,2020,,,83219,27,
SKU-0826,F.Filter Mazda 3,Purflux,fuel_filter,,3,2016,9628708,A-0825,$ 320972,40,descontinuado
A-0231,Filtro Aire Motor Aveo Sachs,Sachs,air_filter,Chevrolet,Aveo,2011,,,$35.931,40,
M-0595,PASTILLAS Renault Logan 2012 Sachs,Sachs,brake_pad,,,,OEM 21458,,$32.664,16,
B-0654,Rotor Mazda 2 2019 Mann,Mann,brake_disc,Mazda,2,2019,OEM 68682,,COP 119244,agotado,
M-0733,Bombillo Halogeno H4 XR150,,bulb,Honda,XR150,,OEM 70866,,$46.709,few,
REF0513,Battery Honda XR150 2020 Brembo,,battery,Honda,XR150,2020,OEM 86827,,45473,48,
SKU-0339,Mann Coolant,Mann,coolant,Toyota,Yaris,2017,OEM 86153,,16068.00,1,
P00587,Filtro de Combustible Kia Rio 2020,NGK,,,,,,,$ 22582,agotado,
A-0825,Filtro de gasolina 3 2012 Dayco,Dayco,fuel_filter,,3,2012,5980797,,$166.972,35,
REF0052,Disco Freno,SKF,brake_disc,,Hilux,2020,,,$ 67491,agotado,
P00035,Aceite de Motor SAE 5W-30 4L,NGK,engine_oil,Yamaha,NMAX,,OEM 29186,,43222,10,
M-0848,Filtro de Aire Logan 1.6 (gasolina/GLP),Denso,,,,,90446-93487,,318266.00,60,ojo: variante
REF0442,air filt Valeo,Valeo,air_filter,,FZ16,,S9247,,28941,5,
P00369,Filtro de gasolina Gol 2011,,fuel_filter,Volkswagen,,2011,3470937,,$163.769,52,
SKU-0474,Brake Disc Sandero Dayco,Dayco,brake_disc,,Sandero,,OEM 81804,,$17.677,15,
REF0143,pastillas Monroe,Monroe,brake_pad,Mazda,2,,91422-91373,,$ 238137,,
P00088,Denso BATERIA Boxer 2015,Denso,battery,Bajaj,Boxer,2015,94223-36426,,$ 33769,60,
SKU-0789,TRW Wiper Blade Corolla,TRW,wiper,Toyota,Corolla,2017,98938-66637,,$164.293,agotado,
SKU-0775,Bosch LIQ. FRENOS,Bosch,,,CB125,2020,92987-26781,,$32.403,few,rev
SKU-0176,Battery Spark Dayco,,battery,,Spark,,,,$85.272,,
SKU-0503,Engine Oil 10W40 Dayco,Dayco,,Hyundai,Accent,2014,OEM 61566,,$119.574,19,
SKU-0310,filtro de aire Bajaj Boxer 2015 Champion,Champion,air_filter,Bajaj,Boxer,2015,B8598,,239926,53,
P00793,Liquido Frenos,SKF,brake_fluid,AKT,NKD125,,95565-52228,,$26.569,34,
B-0728,Gates COOLANT,Gates,,Renault,Duster,2016,OEM 93122,,$11.257,47,
SKU-0217,DOT4 Gates,Gates,,Hyundai,Accent,,98157-16886,,$23.522,52,
SKU-0757,Correa de Accesorios Spark OEM,OEM,serpentine_belt,Chevrolet,Spark,2018,W9731,,121922,34,
SKU-0398,Wiper Blade Toyota Corolla 2013,Generic,wiper,Toyota,Corolla,2013,3907651,,$ 119197,57,
REF0163,FILTRO COMBUSTIBLE Logan Mahle,Mahle,fuel_filter,,Logan,2016,97637-99141,,$83.674,51,
SKU-0413,LIQ. FRENOS Wix,,brake_fluid,,Logan,2018,98931-86288,,11994.00,45,
P00591,Shock Volkswagen Gol Wix,,shock,Volkswagen,Gol,2014,90635-82796,,45238,19,
B-0081,Valeo Bujía CB125 2020,Valeo,,Honda,CB125,2020,OEM 11228,,$239.576,agotado,
SKU-0303,Amortiguador Nissan Versa 2019,Mann,shock,,Versa,2019,9290411,,52043,agotado,
REF0313,Correa de tiempo Hyundai Accent 2019,,timing_belt,Hyundai,Accent,2019,A7957,,163883,43,
REF0511,Bulb H1 AKT NKD125 2015 Wix,Wix,,AKT,NKD125,2015,S2788,,86826,14,
SKU-0437,Spark Plug Gol Champion,Champion,spark_plug,,Gol,2014,5513049,,52954,32,
P00577,Dayco Pastilllas Freno NMAX,,,Yamaha,NMAX,2022,98479-26981,,69625,,
SKU-0073,DOT4 Boxer,Mann,brake_fluid,Bajaj,Boxer,2017,W8130,,33730,,
REF0739,O.Filter Bajaj Boxer 2015,Sachs,,Bajaj,Boxer,2015,93530-64638,,318569.00,4,
SKU-0567,F.Filter Toyota Hilux 2018,Generic,fuel_filter,Toyota,Hilux,2018,93419-85535,,$164.051,46,
SKU-0290,Limpiaparabrisas Nissan Versa 2014 Wix,Wix,wiper,,Versa,2014,B1333,,121576,50,
P00368,Wiper Blade Sandero 2017 Dayco,Dayco,wiper,Renault,Sandero,2017,9442440,,20035.00,47,
SKU-0093,Valeo Fluido de Frenos,Valeo,,Honda,XR150,2016,91999-25930,,46622,56,
REF0085,DISCO DE FRENO Mazda 3 2014 Champion,Champion,,Mazda,3,2014,,,6913,13,
REF0385,Brake Pads Chevrolet Sail,,brake_pad,,,2015,B5322,,9354,6,
SKU-0197,Engine Oil 15W-40 Sintetico Versa,NGK,engine_oil,,Versa,2014,3634287,,COP 9070,2,
SKU-0152,OEM Cadena de Transmision AKT NKD125 2017,OEM,chain,AKT,NKD125,,OEM 97017,,9487,27,
A-0209,Mann Shock Honda XR150 2020,Mann,,Honda,XR150,2020,,,$ 83787,few,
SKU-1001,Oil Filter Toyota Corolla 2015,Bosch,,Toyota,Corolla,2015,90915-YZZD4,,18500,34,
SKU-1002,Filtro de Aceite Corolla 2016 Mann,Mann,oil_filter,Toyota,Corolla,2016,90915-YZZD4,,19000,60,
SKU-1003,Filtro de Aire Corolla 2015,Fram,,Toyota,Corolla,2015,,,22000,28,
SKU-1004,Air Filter Corolla 2015 (premium),Mann,air_filter,Toyota,Corolla,2015,,,41000,12,
SKU-1010,Pastillas de Freno Renault Duster 2016,TRW,brake_pad,Renault,Duster,2016,,,68000,22,
SKU-1011,Amortiguador Duster Delantero,Monroe,shock,Renault,Duster,,,,145000,8,front
SKU-1012,Amortiguador Duster Trasero,Monroe,shock,Renault,Duster,,,,132000,6,rear
SKU-1020,Clutch Kit Nissan Versa 2016 (NEW),Sachs,clutch_kit,Nissan,Versa,2016,,,320000,5,reemplaza ref antigua
SKU-1021,Kit de Embrague Versa,Valeo,clutch_kit,Nissan,Versa,2014,,SKU-1020,290000,0,descontinuado
SKU-1030,Rodamiento de Rueda Delantera Logan 2014,SKF,wheel_bearing,Renault,Logan,2014,,,52000,18,front
SKU-1040,Bujia NGK CB125 standard,NGK,spark_plug,Honda,CB125,2020,CR8E,,12000,40,CR8E
SKU-1041,Bujia NGK CB125 iridium,NGK,spark_plug,Honda,CB125,2020,CR8EIX,,34000,15,iridium
SKU-1050,Aceite Motor 15W-40 Diesel Hilux x6L,OEM,engine_oil,Toyota,Hilux,2018,,,165000,20,"diesel, capacidad ~6.5L"
SKU-1051,Engine Oil 5W-30 Synthetic x4L,Bosch,engine_oil,,,,,,120000,30,gasolina
SKU-1060,Refrigerante Verde Concentrado x1L,Gates,coolant,,,,,,28000,45,concentrado
SKU-1061,Coolant Pre-mixed Green x1G,Gates,coolant,,,,,,52000,20,listo para usar
SKU-1070,Filtro de Aceite Chevrolet Spark 2015,Wix,oil_filter,Chevrolet,Spark,2015,,,16000,33,
SKU-1071,Air Filter Spark 2015,Fram,air_filter,Chevrolet,Spark,2015,,,19000,27,
SKU-1072,Bujia Spark 2015 (juego x4),NGK,spark_plug,Chevrolet,Spark,2015,,,38000,19,set de 4
SKU-1080,Disco Freno Mazda 3 2016 ventilado (delantero),Brembo,brake_disc,Mazda,3,2016,,,98000,10,ventilado
SKU-1081,Disco Freno Mazda 3 2016 solido (trasero),Brembo,brake_disc,Mazda,3,2016,,,82000,9,solido
SKU-1090,Bateria Bajaj Pulsar 2016,Bosch,battery,Bajaj,Pulsar,2016,,,95000,12,
SKU-1091,Bujia NGK CB125,NGK,spark_plug,Honda,CB125,,CR8E,,12000,2,stock bajo
SKU-1092,Kit Cadena y Piñon Bajaj Pulsar 2016,Dayco,sprocket,Bajaj,Pulsar,2016,,,135000,agotado,kit arrastre
